AVAPS-LOG,UTC Date & Time,Session Time,Channel,Event or Error Message,Calling Context
AVAPS-LOG,2024-08-11 13:15:55.350Z,0.000,,*** AVAPS II SYSTEM LOG FILE ***
AVAPS-LOG,2024-08-11 13:16:00.420Z,5.070,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-11 13:16:04.664Z,9.314,,GPS Reference Receiver UART 1 configuration commands sent
AVAPS-LOG,2024-08-11 13:16:09.074Z,13.724,,GPS Reference Receiver UART 2 configuration commands sent
AVAPS-LOG,2024-08-11 13:16:14.762Z,19.411,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-11 13:16:13.158Z,17.808,,PC Clock set to: 2024-08-11 13:16:13.159 using GPS Reference Receiver data - PC Clock error was: 3.871 sec
AVAPS-LOG,2024-08-11 13:16:53.218Z,57.868,,Automated System Tests:  No Errors Detected...
AVAPS-LOG,2024-08-11 13:16:53.226Z,57.876,,Spectrum Analyzer program started
AVAPS-LOG,2024-08-11 13:16:53.226Z,57.876,,Aircraft Data Acq program started
AVAPS-LOG,2024-08-11 13:16:53.227Z,57.877,,Spectrum Analyzer Data Acq data log file created
AVAPS-LOG,2024-08-11 13:16:53.284Z,57.934,,Sounding Supervisor program started
AVAPS-LOG,2024-08-11 13:16:53.709Z,58.359,,GPS Reference Receiver (NMEA) data log file created
AVAPS-LOG,2024-08-11 13:16:53.709Z,58.359,,GPS Reference Data Acq (NMEA) program started
AVAPS-LOG,2024-08-11 13:16:53.709Z,58.359,,Aircraft Data Acq data log file created
AVAPS-LOG,2024-08-11 13:16:54.159Z,58.809,,PC Clock set to: 2024-08-11 13:16:54.160 using GPS Reference Receiver data - PC Clock error was: 0.019 sec
AVAPS-LOG,2024-08-11 13:17:10.576Z,75.226,1,Sounding START request
AVAPS-LOG,2024-08-11 13:17:10.903Z,75.552,1,Sounding files created
AVAPS-LOG,2024-08-11 13:17:11.149Z,75.798,,PC Clock set to: 2024-08-11 13:17:11.149 using GPS Reference Receiver data - PC Clock error was: -0.030 sec
AVAPS-LOG,2024-08-11 13:17:23.028Z,87.678,1,Sounding frequency 403.00 selected by operator
AVAPS-LOG,2024-08-11 13:17:36.315Z,100.965,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:17:36.789Z,101.438,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:17:37.268Z,101.918,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:17:37.268Z,101.918,,Sonde 234150033 GPS Aiding FAILED on message 1 of 1 after 3 attempts.
AVAPS-LOG,2024-08-11 13:18:10.987Z,135.637,1,Sonde 234150033 factory pressure error value is 0.000 mb
AVAPS-LOG,2024-08-11 13:18:13.100Z,137.749,1,Sonde 234150033 Preview OK by operator
AVAPS-LOG,2024-08-11 13:18:16.528Z,141.178,1,Sounding data collection started by operator
AVAPS-LOG,2024-08-11 13:18:26.027Z,150.677,1,CHANNEL 1 READY for launch
AVAPS-LOG,2024-08-11 13:20:04.782Z,249.432,1,Sonde 234150033 Launch Detect; Launch Time 2024-08-11 13:20:00.728; Dfile Name D20240811_132001.1
AVAPS-LOG,2024-08-11 13:20:04.783Z,249.433,1,Sounding Launch Obs identified OK; LLA source is Aircraft Data System
AVAPS-LOG,2024-08-11 13:36:43.438Z,1248.087,1,Sounding STOP request
AVAPS-LOG,2024-08-11 13:37:15.830Z,1280.480,1,Sounding files closed
AVAPS-LOG,2024-08-11 13:37:15.841Z,1280.490,1,Sounding files renamed
AVAPS-LOG,2024-08-11 13:37:16.641Z,1281.290,1,Sounding ENDED
AVAPS-LOG,2024-08-11 13:56:36.766Z,2441.415,1,Sounding START request
AVAPS-LOG,2024-08-11 13:56:37.132Z,2441.781,1,Sounding files created
AVAPS-LOG,2024-08-11 13:56:38.158Z,2442.808,,PC Clock set to: 2024-08-11 13:56:38.159 using GPS Reference Receiver data - PC Clock error was: -0.041 sec
AVAPS-LOG,2024-08-11 13:56:45.468Z,2450.118,1,Sounding frequency 403.00 selected by operator
AVAPS-LOG,2024-08-11 13:56:58.856Z,2463.506,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:56:59.329Z,2463.979,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:56:59.809Z,2464.459,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 13:56:59.809Z,2464.459,,Sonde 233530236 GPS Aiding FAILED on message 1 of 1 after 3 attempts.
AVAPS-LOG,2024-08-11 13:57:32.527Z,2497.177,1,Sonde 233530236 factory pressure error value is 0.000 mb
AVAPS-LOG,2024-08-11 13:57:34.340Z,2498.990,1,Sonde 233530236 Preview OK by operator
AVAPS-LOG,2024-08-11 13:57:36.568Z,2501.217,1,Sounding data collection started by operator
AVAPS-LOG,2024-08-11 13:57:46.017Z,2510.667,1,CHANNEL 1 READY for launch
AVAPS-LOG,2024-08-11 14:02:21.518Z,2786.168,1,Sonde 233530236 Launch Detect; Launch Time 2024-08-11 14:02:17.569; Dfile Name D20240811_140218.1
AVAPS-LOG,2024-08-11 14:02:21.519Z,2786.169,1,Sounding Launch Obs identified OK; LLA source is Aircraft Data System
AVAPS-LOG,2024-08-11 14:12:12.679Z,3377.328,2,Sounding START request
AVAPS-LOG,2024-08-11 14:12:12.973Z,3377.623,2,Sounding files created
AVAPS-LOG,2024-08-11 14:12:38.267Z,3402.917,2,Sounding frequency 405.60 selected by operator
AVAPS-LOG,2024-08-11 14:12:54.356Z,3419.006,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 14:12:54.873Z,3419.523,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 14:12:55.340Z,3419.990,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-11 14:12:55.340Z,3419.990,,Sonde 233530219 GPS Aiding FAILED on message 1 of 1 after 3 attempts.
AVAPS-LOG,2024-08-11 14:13:34.278Z,3458.927,2,Sonde 233530219 factory pressure error value is 0.000 mb
AVAPS-LOG,2024-08-11 14:13:36.093Z,3460.743,2,Sonde 233530219 Preview OK by operator
AVAPS-LOG,2024-08-11 14:13:38.968Z,3463.618,2,Sounding data collection started by operator
AVAPS-LOG,2024-08-11 14:13:48.019Z,3472.668,2,CHANNEL 2 READY for launch
AVAPS-LOG,2024-08-11 14:14:38.815Z,3523.465,3,Sounding START request
AVAPS-LOG,2024-08-11 14:14:39.173Z,3523.822,3,Sounding files created
AVAPS-LOG,2024-08-11 14:15:03.268Z,3547.918,3,Sounding frequency 404.74 selected by operator
AVAPS-LOG,2024-08-11 14:15:12.747Z,3557.397,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
