FileType,AVAPS II Data
FileFormat,CSV
MessageType,3
Comment: This file contains raw and derived data for the AVAPS II Sonde Type specified above.
Comment: Sonde data frames are organized into data blocks ending with a <name> BLOCK error flag.
Comment: BLOCK error flag values: 0=no bit errors; 1=bit error(s); -999=block data missing.
Comment: Missing data or out of range data value flag: -999.
Comment: The Date & Time (UTC) column is formatted as an ISO-8601 string.
Labels,Data Date & Time (UTC),Data Time (sec),Frame Time (sec),Frame Type,Frame Count,FRAME BLOCK error (0-1),PTU Time (sec),RSS421 Pressure (mb),RSS421 Air Temp (C),RSS421 RH (%),RSS421 RH Temp (C),Mixing Ratio (g/Kg),Dewpoint Temp (C),Virtual Temp (C),Potential Temp (K),Equiv Potential Temp (K),PTU Vertical Velocity (m/s),Geopotential Altitude (m),PTU BLOCK error (0-1),GPS VEL Time (sec),GPS Wind Direction (deg),GPS Wind Speed (m/s),GPS U Wind (m/s),GPS V Wind (m/s),GPS W.S. Accuracy (m/s),GPS Vert Velocity (m/s),GPS MSL Altitude (m),GPS SOG (km/h),GPS COG (deg),GPS Satellites,GPS Fix Type,GPS VEL CRC-16,GPS VEL BLOCK error (0-1),GPS Longitude (deg),GPS Latitude (deg),GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS POS CRC-16,GPS POS BLOCK error (0-1),Sea Surface Temp (C) ,SST (body temp) (C) ,Spare 1 (U16),Spare 2 (U16),Spare 3 (U16),Spare 4 (U16),Spare 5 (U16),Spare 6 (U16),Spare 7 (U16),PTU Module Status (U16),PTU Module Errors (U16),Parachute L.D. CDS (U16),GPS Resets Count (U8),GPS Loop Speed (U8),GPS Tracking Position (U8),MISC CRC-16,MISC BLOCK error (0-1),Sonde ID,Launch Detect Count,Battery Voltage (vdc),RSS421 Internal Temp (C),Revision Control,ENGR CRC-16,ENGR BLOCK error (0-1)
Data,2024-08-11 13:18:18.228Z,0,0,3,70,0,0,879.523621,27.606167,9.406697,32.604248,2.467832,-7.537638,28.057061,312.003707,318.440716,-999,-999,0,-999,10.5,237.37,-43.257247,-233.395217,0.15,-0.05,12982.32,237.37,190.5,7,3,42954,0,-26.340924,8.503632,1.55,2.03,15284,0,0,0,0,0,0,0,0,0,0,4104,0,19943,6,0,62,16008,0,234150033,0,5.807,28.458874,16690,65017,0
Data,2024-08-11 13:18:18.478Z,0.25,0,3,70,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.25,10.5,237.38,-43.259069,-233.40505,0.15,-0.07,12982.29,237.38,190.5,7,3,18352,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.807,28.458874,16690,65017,0
Data,2024-08-11 13:18:18.728Z,0.5,0.5,3,71,0,0.5,879.481812,27.611927,9.405607,32.62191,2.468499,-7.534774,28.062951,312.013925,318.452775,-999,-999,0,-999,10.49,237.35,-43.21287,-233.383098,0.15,-0.1,12982.22,237.35,190.49,7,3,48792,0,-26.341121,8.502579,1.56,2.05,6612,0,0,0,0,0,0,0,0,0,0,4104,0,19939,6,0,62,53058,0,234150033,0,5.858,28.458874,16690,7118,0
Data,2024-08-11 13:18:18.978Z,0.75,0.5,3,71,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.75,10.49,237.39,-43.220152,-233.422429,0.14,-0.04,12981.86,237.39,190.49,8,3,20583,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.858,28.458874,16690,7118,0
Data,2024-08-11 13:18:19.228Z,1,1,3,72,0,1,879.577209,27.618408,9.39234,32.63472,2.465673,-7.548131,28.068927,312.010969,318.442174,-999,-999,0,-999,10.5,237.37,-43.257247,-233.395217,0.14,-0.21,12981.6,237.37,190.5,8,3,18906,0,-26.341321,8.501526,1.52,1.99,39852,0,0,0,0,0,0,0,0,0,0,4104,0,19942,6,0,62,35582,0,234150033,0,5.833,28.49354,16690,27800,0
Data,2024-08-11 13:18:19.478Z,1.25,1,3,72,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1.25,10.49,237.4,-43.221973,-233.432262,0.14,-0.09,12981.37,237.4,190.49,8,3,61349,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.833,28.49354,16690,27800,0
Data,2024-08-11 13:18:19.728Z,1.5,1.5,3,73,0,1.5,879.550598,27.619473,9.389401,32.645977,2.465128,-7.551373,28.069893,312.014773,318.444596,-999,-999,0,-999,10.49,237.45,-43.231076,-233.481427,0.14,-0.04,12981.19,237.45,190.49,8,3,9543,0,-26.341519,8.500473,1.38,1.79,8473,0,0,0,0,0,0,0,0,0,0,4104,0,19942,6,0,62,35582,0,234150033,0,5.833,28.458874,16690,49899,0
Data,2024-08-11 13:18:19.978Z,1.75,1.5,3,73,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1.75,10.5,237.45,-43.271826,-233.473878,0.13,-0.17,12981.02,237.45,190.5,8,3,45546,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.833,28.458874,16690,49899,0
Data,2024-08-11 13:18:20.228Z,2,2,3,74,0,2,879.562744,27.622698,9.379603,32.658791,2.462978,-7.56244,28.072732,312.016887,318.441018,-999,-999,0,-999,10.45,237.55,-43.086202,-233.609892,0.14,0.39,12980.81,237.55,190.45,8,3,23987,0,-26.341717,8.499421,1.23,1.58,12963,0,0,0,0,0,0,0,0,0,0,4104,0,19933,6,0,61,8188,0,234150033,0,5.788,28.49354,16690,23563,0
Data,2024-08-11 13:18:20.478Z,2.25,2,3,74,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2.25,10.52,237.4,-43.344192,-233.409599,0.14,-0.37,12980.8,237.4,190.52,8,3,47800,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.788,28.49354,16690,23563,0
Data,2024-08-11 13:18:20.728Z,2.5,2.5,3,75,0,2.5,879.621399,27.622318,9.401025,32.654011,2.468405,-7.533209,28.073341,312.010542,318.448852,-999,-999,0,-999,10.57,237.38,-43.544195,-233.352025,0.15,-0.95,12980.57,237.38,190.57,8,3,20471,0,-26.341914,8.498367,1.44,1.84,26694,0,0,0,0,0,0,0,0,0,0,4104,0,19930,6,0,61,12973,0,234150033,0,5.852,28.49354,16690,45270,0
Data,2024-08-11 13:18:20.978Z,2.75,2.5,3,75,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2.75,10.5,237.5,-43.280937,-233.523041,0.13,-0.2,12980.24,237.5,190.5,8,3,3666,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.852,28.49354,16690,45270,0
Data,2024-08-11 13:18:21.228Z,3,3,3,76,0,3,879.593872,27.623758,9.382878,32.654011,2.463907,-7.55712,28.073963,312.014829,318.441344,-999,-999,0,-999,10.5,237.53,-43.286404,-233.552538,0.13,-0.14,12980.21,237.53,190.5,8,3,6716,0,-26.342111,8.497314,1.27,1.61,29441,0,0,0,0,0,0,0,0,0,0,4104,0,19963,6,0,61,51436,0,234150033,0,5.833,28.49354,16690,27800,0
Data,2024-08-11 13:18:21.478Z,3.25,3,3,76,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3.25,10.5,237.52,-43.284582,-233.542706,0.13,-0.25,12980.17,237.52,190.5,8,3,32956,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.833,28.49354,16690,27800,0
Data,2024-08-11 13:18:21.728Z,3.5,3.5,3,77,0,3.5,879.436951,27.628428,9.349547,32.655605,2.456234,-7.59962,28.077241,312.035595,318.442217,-999,-999,0,-999,10.5,237.55,-43.290049,-233.572203,0.14,-0.13,12980.09,237.55,190.5,8,3,52375,0,-26.342308,8.49626,1.18,1.49,26058,0,0,0,0,0,0,0,0,0,0,4104,0,19941,6,0,60,5189,0,234150033,0,5.852,28.528219,16690,31192,0
Data,2024-08-11 13:18:21.978Z,3.75,3.5,3,77,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3.75,10.58,237.47,-43.601446,-233.432891,0.13,-0.85,12980.11,237.47,190.58,8,3,19921,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.852,28.528219,16690,31192,0
Data,2024-08-11 13:18:22.228Z,4,4,3,78,0,4,879.505798,27.628428,9.406437,32.657196,2.471045,-7.521132,28.07994,312.028608,318.474114,-999,-999,0,-999,10.52,237.57,-43.37523,-233.576742,0.13,-0.29,12979.94,237.57,190.52,8,3,10356,0,-26.342504,8.495206,1.17,1.47,42946,0,0,0,0,0,0,0,0,0,0,4104,0,19821,6,0,60,61213,0,234150033,0,5.858,28.528219,16690,31923,0
Data,2024-08-11 13:18:22.478Z,4.25,4,3,78,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4.25,10.52,237.57,-43.37523,-233.576742,0.14,-0.2,12979.82,237.57,190.52,8,3,21207,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.858,28.528219,16690,31923,0
Data,2024-08-11 13:18:22.728Z,4.5,4.5,3,79,0,4.5,879.294312,27.631304,9.387734,32.670048,2.467124,-7.544711,28.082106,312.053055,318.488672,-999,-999,0,-999,10.54,237.58,-43.45859,-233.571418,0.31,-0.52,12979.75,237.58,190.54,8,3,20687,0,-26.342701,8.494152,1.23,1.54,55522,0,0,0,0,0,0,0,0,0,0,4104,0,19785,6,0,60,20704,0,234150033,0,5.781,28.528219,16690,22830,0
Data,2024-08-11 13:18:22.978Z,4.75,4.5,3,79,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4.75,10.48,237.65,-43.226704,-233.685632,0.13,-0.47,12979.33,237.65,190.48,8,3,45844,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.781,28.528219,16690,22830,0
Data,2024-08-11 13:18:23.228Z,5,5,3,80,0,5,879.390015,27.632744,9.405298,32.673267,2.471698,-7.51943,28.084382,312.044836,318.492304,-999,-999,0,-999,10.55,237.64,-43.510341,-233.622815,0.12,-0.44,12979.3,237.64,190.55,8,3,64819,0,-26.342897,8.493099,2.41,2.98,28077,0,0,0,0,0,0,0,0,0,0,4104,0,19789,6,0,59,18010,0,234150033,0,5.678,28.562923,16690,50504,0
Data,2024-08-11 13:18:23.478Z,5.25,5,3,80,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5.25,10.55,237.6,-43.503017,-233.583491,0.14,-0.36,12978.81,237.6,190.55,8,3,8336,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.678,28.562923,16690,50504,0
Data,2024-08-11 13:18:23.728Z,5.5,5.5,3,81,0,5.5,879.516541,27.634151,9.403433,32.686111,2.471053,-7.52093,28.085674,312.033457,318.478961,-999,-999,0,-999,10.48,237.91,-43.273996,-233.941295,0.33,0.15,12977.95,237.91,190.48,8,3,46898,0,-26.343096,8.492049,4.14,5.14,14982,0,0,0,0,0,0,0,0,0,0,4104,0,19784,6,0,59,998,0,234150033,0,5.813,28.182219,16690,12523,0
Data,2024-08-11 13:18:23.978Z,5.75,5.5,3,81,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5.75,10.54,237.63,-43.467736,-233.620574,0.13,-0.33,12978.09,237.63,190.54,8,3,25233,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.813,28.182219,16690,12523,0
Data,2024-08-11 13:18:24.228Z,6,6,3,82,0,6,879.446533,27.638474,9.371384,32.705372,2.46342,-7.561835,28.088612,312.045044,318.470581,-999,-999,0,-999,10.54,237.66,-43.473224,-233.650068,0.13,-0.25,12978.18,237.66,190.54,8,3,1495,0,-26.343292,8.490995,3.59,4.44,41490,0,0,0,0,0,0,0,0,0,0,4104,0,19811,6,0,59,21199,0,234150033,0,5.852,28.562923,16690,48647,0
Data,2024-08-11 13:18:24.478Z,6.25,6,3,82,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,6.25,10.53,237.71,-43.441581,-233.70681,0.14,-0.09,12978.05,237.71,190.53,8,3,42465,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.852,28.562923,16690,48647,0
Data,2024-08-11 13:18:24.728Z,6.5,6.5,3,83,0,6.5,879.321228,27.640324,9.391057,32.713402,2.469234,-7.533299,28.091524,312.05968,318.500798,-999,-999,0,-999,10.53,237.73,-43.445236,-233.726473,0.14,-0.14,12978,237.73,190.53,8,3,40493,0,-26.343488,8.489941,3.18,3.94,48917,0,0,0,0,0,0,0,0,0,0,4104,0,19835,6,0,58,5953,0,234150033,0,5.807,28.562923,16690,23899,0
Data,2024-08-11 13:18:24.978Z,6.75,6.5,3,83,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,6.75,10.55,237.67,-43.515834,-233.652308,0.14,-0.31,12977.93,237.67,190.55,8,3,1823,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.807,28.562923,16690,23899,0
Data,2024-08-11 13:18:25.228Z,7,7,3,84,0,7,879.687439,27.639912,9.389751,32.726284,2.467797,-7.535411,28.09085,312.022093,318.458659,-999,-999,0,-999,10.58,237.68,-43.640004,-233.639321,0.15,-0.28,12977.81,237.68,190.58,8,3,33378,0,-26.343685,8.488887,3.21,3.97,61219,0,0,0,0,0,0,0,0,0,0,4104,0,19847,6,0,58,26769,0,234150033,0,5.82,28.562923,16690,42164,0
Data,2024-08-11 13:18:25.478Z,7.25,7,3,84,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,7.25,10.55,237.73,-43.52682,-233.711294,0.12,-0.05,12977.85,237.73,190.55,8,3,46259,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.82,28.562923,16690,42164,0
Data,2024-08-11 13:18:25.728Z,7.5,7.5,3,85,0,7.5,879.459229,27.643549,9.361016,32.737507,2.461382,-7.572313,28.093323,312.049021,318.46916,-999,-999,0,-999,10.54,237.72,-43.484199,-233.709056,0.14,-0.08,12977.78,237.72,190.54,8,3,13878,0,-26.343883,8.487833,2.92,3.61,49523,0,0,0,0,0,0,0,0,0,0,4104,0,19766,6,0,58,3350,0,234150033,0,5.846,28.562923,16690,61684,0
Data,2024-08-11 13:18:25.978Z,7.75,7.5,3,85,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,7.75,10.53,237.72,-43.443409,-233.716642,0.14,-0.02,12977.4,237.72,190.53,8,3,43174,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.846,28.562923,16690,61684,0
Data,2024-08-11 13:18:26.228Z,8,8,3,86,0,8,879.58667,27.642143,9.360178,32.74873,2.4606,-7.574536,28.091773,312.034632,318.452443,-999,-999,0,-999,10.55,237.72,-43.524989,-233.701463,0.14,-0.11,12977.16,237.72,190.55,8,3,10268,0,-26.344082,8.486778,3.12,3.84,59260,0,0,0,0,0,0,0,0,0,0,4104,0,19769,6,0,57,33010,0,234150033,0,5.839,28.562923,16690,18408,0
Data,2024-08-11 13:18:26.478Z,8.25,8,3,86,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,8.25,10.55,237.78,-43.535974,-233.760449,0.14,-0.04,12977.01,237.78,190.55,8,3,12032,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.839,28.562923,16690,18408,0
Data,2024-08-11 13:18:26.728Z,8.5,8.5,3,87,0,8.5,879.41272,27.644613,9.380386,32.758392,2.466781,-7.544763,28.095373,312.054845,318.489307,-999,-999,0,-999,10.55,237.78,-43.535974,-233.760449,0.13,0.01,12976.88,237.78,190.55,8,3,44456,0,-26.34428,8.485724,2.76,3.38,56833,0,0,0,0,0,0,0,0,0,0,4104,0,19820,6,0,57,65083,0,234150033,0,5.833,28.597645,16690,30476,0
Data,2024-08-11 13:18:26.978Z,8.75,8.5,3,87,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,8.75,10.45,237.64,-43.102526,-233.698399,0.25,0.89,12977.03,237.64,190.45,8,3,54306,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.833,28.597645,16690,30476,0
Data,2024-08-11 13:18:27.228Z,9,9,3,88,0,9,879.554687,27.647869,9.394057,32.77121,2.470462,-7.52345,28.099305,312.043816,318.487682,-999,-999,0,-999,10.53,237.82,-43.461684,-233.814958,0.14,0.13,12977.07,237.82,190.53,8,3,21872,0,-26.344477,8.48467,2.49,2.97,12326,0,0,0,0,0,0,0,0,0,0,4104,0,19824,6,0,57,27503,0,234150033,0,5.846,28.632381,16690,23931,0
Data,2024-08-11 13:18:27.478Z,9.25,9,3,88,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,9.25,10.55,237.81,-43.541467,-233.789941,0.14,0.05,12977.05,237.81,190.55,8,3,15771,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.846,28.632381,16690,23931,0
Data,2024-08-11 13:18:27.728Z,9.5,9.5,3,89,0,9.5,879.414612,27.646053,9.366412,32.777683,2.463295,-7.562962,28.09618,312.056147,318.481418,-999,-999,0,-999,10.54,237.85,-43.507979,-233.836862,0.14,0.1,12976.95,237.85,190.54,8,3,20603,0,-26.344674,8.483615,2.29,2.73,40965,0,0,0,0,0,0,0,0,0,0,4104,0,19860,6,0,57,28705,0,234150033,0,5.846,28.632381,16690,23931,0
Data,2024-08-11 13:18:27.978Z,9.75,9.5,3,89,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,9.75,10.53,237.84,-43.465339,-233.834621,0.16,0.07,12976.97,237.84,190.53,8,3,51758,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.846,28.632381,16690,23931,0
Data,2024-08-11 13:18:28.228Z,10,10,3,90,0,10,879.328735,27.645266,9.363462,32.785751,2.462643,-7.567634,28.095272,312.064046,318.487779,-999,-999,0,-999,10.54,237.83,-43.504321,-233.8172,0.34,0.04,12977,237.83,190.54,8,3,51955,0,-26.344871,8.48256,2.17,2.59,62348,0,0,0,0,0,0,0,0,0,0,4104,0,20211,6,0,56,31959,0,234150033,0,5.807,28.632381,16690,61652,0
Data,2024-08-11 13:18:28.478Z,10.25,10,3,90,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10.25,10.55,237.82,-43.543298,-233.799772,0.14,-0.18,12976.94,237.82,190.55,8,3,38224,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.807,28.632381,16690,61652,0
Data,2024-08-11 13:18:28.728Z,10.5,10.5,3,91,0,10.5,879.343262,27.647457,9.366738,32.793751,2.463785,-7.561449,28.097675,312.064845,318.491555,-999,-999,0,-999,10.54,237.82,-43.502492,-233.807369,0.13,-0.18,12976.73,237.82,190.54,8,3,38015,0,-26.345069,8.481505,2.07,2.44,53467,0,0,0,0,0,0,0,0,0,0,4104,0,19476,6,0,56,14406,0,234150033,0,5.788,28.632381,16690,65365,0
Data,2024-08-11 13:18:28.978Z,10.75,10.5,3,91,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10.75,10.56,237.83,-43.585936,-233.802,0.13,-0.26,12976.68,237.83,190.56,8,3,35581,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.788,28.632381,16690,65365,0
Data,2024-08-11 13:18:29.228Z,11,11,3,92,0,11,879.384949,27.652159,9.362612,32.806564,2.463258,-7.563589,28.102288,312.065492,318.490727,-999,-999,0,-999,10.54,237.87,-43.511638,-233.856525,0.13,-0.13,12976.67,237.87,190.54,8,3,32220,0,-26.345266,8.48045,1.78,2.1,789,0,0,0,0,0,0,0,0,0,0,4104,0,19445,6,0,55,23842,0,234150033,0,5.839,28.632381,16690,60007,0
Data,2024-08-11 13:18:29.478Z,11.25,11,3,92,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,11.25,10.54,237.89,-43.515296,-233.876188,0.13,-0.05,12976.7,237.89,190.54,8,3,24557,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.839,28.632381,16690,60007,0
Data,2024-08-11 13:18:29.728Z,11.5,11.5,3,93,0,11.5,879.480835,27.649275,9.366263,32.79694,2.463535,-7.560728,28.09945,312.052769,318.478535,-999,-999,0,-999,10.53,237.92,-43.479959,-233.913274,0.13,0.03,12976.69,237.92,190.53,8,3,10869,0,-26.345464,8.479395,1.51,1.78,24878,0,0,0,0,0,0,0,0,0,0,4104,0,19442,6,0,55,28787,0,234150033,0,5.768,28.667141,16690,39022,0
Data,2024-08-11 13:18:29.978Z,11.75,11.5,3,93,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,11.75,10.53,237.92,-43.479959,-233.913274,0.13,-0.07,12976.73,237.92,190.53,8,3,38548,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.768,28.667141,16690,39022,0
Data,2024-08-11 13:18:30.228Z,12,12,3,94,0,12,879.412048,27.651781,9.354122,32.808193,2.460885,-7.575612,28.101477,312.062349,318.481274,-999,-999,0,-999,10.52,237.94,-43.442784,-233.940523,0.13,-0.02,12976.74,237.94,190.52,8,3,52143,0,-26.34566,8.478339,1.29,1.53,23411,0,0,0,0,0,0,0,0,0,0,4104,0,19440,6,0,55,6302,0,234150033,0,5.858,28.667141,16690,52270,0
Data,2024-08-11 13:18:30.478Z,12.25,12,3,94,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,12.25,10.53,237.94,-43.483614,-233.932937,0.13,-0.11,12976.76,237.94,190.53,8,3,40096,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.858,28.667141,16690,52270,0
Data,2024-08-11 13:18:30.728Z,12.5,12.5,3,95,0,12.5,879.564392,27.650339,9.39509,32.804974,2.471066,-7.520157,28.101889,312.045394,318.49083,-999,-999,0,-999,10.52,237.96,-43.446436,-233.960186,0.13,-0.07,12976.76,237.96,190.52,8,3,18479,0,-26.345857,8.477284,1.11,1.31,50675,0,0,0,0,0,0,0,0,0,0,4104,0,19443,6,0,54,58645,0,234150033,0,5.807,28.667141,16690,10777,0
Data,2024-08-11 13:18:30.978Z,12.75,12.5,3,95,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,12.75,10.52,237.98,-43.450087,-233.97985,0.12,-0.13,12976.69,237.98,190.52,11,3,18273,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.807,28.667141,16690,10777,0
Data,2024-08-11 13:18:31.228Z,13,13,3,96,0,13,879.537231,27.655006,9.381555,32.80175,2.468245,-7.53528,28.106049,312.052992,318.49105,-999,-999,0,-999,10.52,237.97,-43.448262,-233.970018,0.12,-0.15,12976.61,237.97,190.52,11,3,34774,0,-26.346054,8.476228,1.03,1.22,33036,0,0,0,0,0,0,0,0,0,0,4104,0,19437,6,0,55,14780,0,234150033,0,5.8,28.667141,16690,28160,0
Data,2024-08-11 13:18:31.478Z,13.25,13,3,96,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,13.25,10.52,237.97,-43.448262,-233.970018,0.12,-0.2,12976.54,237.97,190.52,11,3,16788,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.8,28.667141,16690,28160,0
Data,2024-08-11 13:18:31.728Z,13.5,13.5,3,97,0,13.5,879.480835,27.655006,9.365817,32.80175,2.464247,-7.557005,28.10532,312.058715,318.486355,-999,-999,0,-999,10.51,237.99,-43.411074,-233.997262,0.12,-0.1,12976.48,237.99,190.51,11,3,17421,0,-26.346252,8.475173,1,1.19,32978,0,0,0,0,0,0,0,0,0,0,4104,0,19428,6,0,55,20047,0,234150033,0,5.858,28.667141,16690,52270,0
Data,2024-08-11 13:18:31.978Z,13.75,13.5,3,97,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,13.75,10.5,238.02,-43.3757,-234.034333,0.13,-0.05,12976.43,238.02,190.5,11,3,31675,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.858,28.667141,16690,52270,0
Data,2024-08-11 13:18:32.228Z,14,14,3,98,0,14,879.555542,27.653601,9.366595,32.803349,2.464039,-7.556994,28.103874,312.049676,318.476612,-999,-999,0,-999,10.5,238.02,-43.3757,-234.034333,0.13,-0.12,12976.41,238.02,190.5,11,3,55956,0,-26.346448,8.474117,0.97,1.17,43532,0,0,0,0,0,0,0,0,0,0,4104,0,19436,6,0,54,44250,0,234150033,0,5.73,28.667141,16690,13701,0
Data,2024-08-11 13:18:32.478Z,14.25,14,3,98,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,14.25,10.5,238.05,-43.381167,-234.063831,0.13,-0.05,12976.37,238.05,190.5,11,3,39036,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,0,5.73,28.667141,16690,13701,0
Data,2024-08-11 13:18:32.728Z,14.5,14.5,3,99,0,14.5,879.405029,27.658264,9.373012,32.819378,2.466833,-7.544602,28.109054,312.069788,318.5044,-999,-999,0,-999,10.5,238.04,-43.379344,-234.053998,0.13,-0.15,12976.37,238.04,190.5,11,3,65520,0,-26.346645,8.473062,0.95,1.15,3399,0,0,0,0,0,0,0,0,0,0,4104,0,19427,6,0,54,16910,0,234150033,0,5.652,28.701916,16690,17612,0
