FileType,AVAPS II Data
FileFormat,CSV
MessageType,3
Comment: This file contains raw and derived data for the AVAPS II Sonde Type specified above.
Comment: Sonde data frames are organized into data blocks ending with a <name> BLOCK error flag.
Comment: BLOCK error flag values: 0=no bit errors; 1=bit error(s); -999=block data missing.
Comment: Missing data or out of range data value flag: -999.
Comment: The Date & Time (UTC) column is formatted as an ISO-8601 string.
Labels,Data Date & Time (UTC),Data Time (sec),Frame Time (sec),Frame Type,Frame Count,FRAME BLOCK error (0-1),PTU Time (sec),RSS421 Pressure (mb),RSS421 Air Temp (C),RSS421 RH (%),RSS421 RH Temp (C),Mixing Ratio (g/Kg),Dewpoint Temp (C),Virtual Temp (C),Potential Temp (K),Equiv Potential Temp (K),PTU Vertical Velocity (m/s),Geopotential Altitude (m),PTU BLOCK error (0-1),GPS VEL Time (sec),GPS Wind Direction (deg),GPS Wind Speed (m/s),GPS U Wind (m/s),GPS V Wind (m/s),GPS W.S. Accuracy (m/s),GPS Vert Velocity (m/s),GPS MSL Altitude (m),GPS SOG (km/h),GPS COG (deg),GPS Satellites,GPS Fix Type,GPS VEL CRC-16,GPS VEL BLOCK error (0-1),GPS Longitude (deg),GPS Latitude (deg),GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS POS CRC-16,GPS POS BLOCK error (0-1),Sea Surface Temp (C) ,SST (body temp) (C) ,Spare 1 (U16),Spare 2 (U16),Spare 3 (U16),Spare 4 (U16),Spare 5 (U16),Spare 6 (U16),Spare 7 (U16),PTU Module Status (U16),PTU Module Errors (U16),Parachute L.D. CDS (U16),GPS Resets Count (U8),GPS Loop Speed (U8),GPS Tracking Position (U8),MISC CRC-16,MISC BLOCK error (0-1),Sonde ID,Launch Detect Count,Battery Voltage (vdc),RSS421 Internal Temp (C),Revision Control,ENGR CRC-16,ENGR BLOCK error (0-1)
Data,2024-08-11 13:28:34.978Z,616.75,616.5,3,1303,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,616.75,74.77,4.46,-4.303361,-1.171617,0.24,-11.9,4756.55,4.46,254.77,12,3,58262,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.111,12.951742,16690,48446,0
Data,2024-08-11 13:28:35.228Z,617,617,3,1304,0,617,579.912292,-0.355609,61.254782,4.213618,3.938002,-6.908625,0.296042,318.796698,330.458359,-7.497194,4523.497299,0,-999,76.7,4.44,-4.320914,-1.021421,0.24,-11.87,4753.52,4.44,256.7,12,3,33448,0,-26.414833,8.282751,1.12,1.57,4263,0,0,0,20317,0,1,0,0,0,0,8,0,5053,6,0,26,43744,0,234150033,275,5.091,12.951742,16690,200,0
Data,2024-08-11 13:28:35.478Z,617.25,617,3,1304,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,617.25,73.33,4.55,-4.358776,-1.305208,0.22,-11.94,4750.37,4.55,253.33,12,3,50326,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.091,12.951742,16690,200,0
Data,2024-08-11 13:28:35.728Z,617.5,617.5,3,1305,0,617.5,580.423401,-0.311943,59.631129,4.249053,3.841843,-7.216383,0.323959,318.767402,330.136389,-14.103463,4516.445567,0,-999,72.25,4.35,-4.142922,-1.32616,0.19,-11.97,4747.27,4.35,252.25,12,3,50157,0,-26.414851,8.282745,1.12,1.56,30759,0,0,0,42411,0,1,0,0,0,0,8,0,5002,6,0,26,13241,0,234150033,275,5.246,12.951742,16690,36985,0
Data,2024-08-11 13:28:35.978Z,617.75,617.5,3,1305,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,617.75,75.56,4.26,-4.125424,-1.062299,0.21,-11.95,4744.3,4.26,255.56,11,3,18391,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.246,12.951742,16690,36985,0
Data,2024-08-11 13:28:36.228Z,618,618,3,1306,0,618,580.787964,-0.272027,59.732067,4.292284,3.857208,-7.156746,0.366502,318.75679,330.169971,-10.053415,4511.41886,0,-999,76.29,4.13,-4.012327,-0.978842,0.22,-11.94,4741.31,4.13,256.29,12,3,20256,0,-26.41487,8.282741,1.12,1.57,45518,0,0,0,18093,0,1,0,0,0,0,8,0,5088,6,0,26,873,0,234150033,275,5.22,12.951742,16690,42429,0
Data,2024-08-11 13:28:36.478Z,618.25,618,3,1306,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,618.25,78.56,4.24,-4.155764,-0.840969,0.21,-11.91,4738.29,4.24,258.56,12,3,4828,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.22,12.951742,16690,42429,0
Data,2024-08-11 13:28:36.728Z,618.5,618.5,3,1307,0,618.5,581.282166,-0.245262,61.384105,4.337741,3.968943,-6.776681,0.411754,318.710516,330.457456,-13.620527,4504.608596,0,618.021706,73.43,4.36,-4.178938,-1.243413,0.19,-11.93,4735.32,4.36,253.43,12,3,15781,0,-26.414889,8.282736,1.11,1.55,43395,0,0,0,18093,0,1,0,0,0,0,8,0,4985,6,0,25,34924,0,234150033,275,5.201,12.951742,16690,36765,0
Data,2024-08-11 13:28:36.978Z,618.75,618.5,3,1307,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,618.75,76.66,4.1,-3.989374,-0.945989,0.2,-11.89,4732.32,4.1,256.66,12,3,51165,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.201,12.951742,16690,36765,0
Data,2024-08-11 13:28:36.750Z,618.521706,618.521706,3,1308,0,618.521706,581.726013,-0.212677,60.808595,4.384196,3.937855,-6.868476,0.439291,318.678996,330.329693,-999,4498.496348,0,618.521706,78.22,3.61,-3.533969,-0.736997,0.23,-11.88,4729.33,3.61,258.22,11,3,29718,0,-26.414905,8.282733,1.12,1.57,25690,0,0,0,42967,0,1,0,0,0,0,8,0,5080,6,0,25,17952,0,234150033,275,5.24,12.951742,16690,46552,0
Data,2024-08-11 13:28:37.000Z,618.771706,618.521706,3,1308,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,618.771706,77.86,4.17,-4.076745,-0.876956,0.24,-11.86,4726.36,4.17,257.86,12,3,34508,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.24,12.951742,16690,46552,0
Data,2024-08-11 13:28:37.250Z,619.021706,619.021706,3,1309,0,619.021706,582.148682,-0.1731,62.173271,4.412726,4.035525,-6.541753,0.49507,318.659005,330.60151,-11.634281,4492.679207,0,619.021706,76.37,4.08,-3.965098,-0.961456,0.24,-11.97,4723.2,4.08,256.37,11,3,26290,0,-26.414924,8.282729,1.14,1.58,42941,0,0,0,17539,0,1,0,0,0,0,8,0,5012,6,0,25,3411,0,234150033,275,5.091,12.951742,16690,200,0
Data,2024-08-11 13:28:37.500Z,619.271706,619.021706,3,1309,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,619.271706,76.55,3.85,-3.744407,-0.895497,0.2,-11.88,4720.3,3.85,256.55,9,3,42255,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.091,12.951742,16690,200,0
Data,2024-08-11 13:28:37.750Z,619.521706,619.521706,3,1310,0,619.521706,582.592224,-0.139241,63.156184,4.453441,4.10676,-6.304711,0.540759,318.629119,330.783727,-12.202038,4486.578189,0,619.521706,75.71,3.77,-3.653352,-0.930549,0.21,-11.84,4717.33,3.77,255.71,10,3,6420,0,-26.414941,8.282725,1.14,1.6,33283,0,0,0,35655,0,1,0,0,0,0,8,0,5017,6,0,25,26563,0,234150033,275,5.208,12.985162,16690,29371,0
Data,2024-08-11 13:28:38.000Z,619.771706,619.521706,3,1310,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,619.771706,82.64,3.75,-3.719103,-0.480387,0.23,-11.87,4714.31,3.75,262.64,9,3,50368,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.208,12.985162,16690,29371,0
Data,2024-08-11 13:28:38.250Z,620.021706,620.021706,3,1311,0,620.021706,582.971497,-0.10808,63.527194,4.49198,4.137757,-6.198473,0.57711,318.60618,330.851965,-10.42814,4481.364119,0,620.021706,77.42,3.77,-3.679493,-0.821116,0.25,-11.85,4711.36,3.77,257.42,10,3,10992,0,-26.414958,8.282722,1.15,1.62,12393,0,0,0,38071,0,1,0,0,0,0,8,0,4999,6,0,25,58305,0,234150033,275,5.098,12.985162,16690,65006,0
Data,2024-08-11 13:28:38.500Z,620.271706,620.021706,3,1311,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,620.271706,78.89,3.77,-3.699347,-0.726453,0.24,-11.88,4708.31,3.77,258.89,10,3,19675,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.098,12.985162,16690,65006,0
Data,2024-08-11 13:28:38.750Z,620.521706,620.521706,3,1312,0,620.521706,583.464355,-0.09559,65.629189,4.49522,4.275876,-5.759745,0.612406,318.543756,331.203256,-13.542852,4474.592693,0,620.521706,81.16,3.67,-3.626405,-0.56399,0.24,-11.82,4705.42,3.67,261.16,10,3,9785,0,-26.414974,8.28272,1.16,1.63,59973,0,0,0,19959,0,1,0,0,0,0,8,0,5109,6,0,25,43940,0,234150033,275,5.111,12.951742,16690,48446,0
Data,2024-08-11 13:28:39.000Z,620.771706,620.521706,3,1312,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,620.771706,77.24,3.72,-3.62813,-0.821628,0.24,-11.82,4702.45,3.72,257.24,11,3,22882,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.111,12.951742,16690,48446,0
Data,2024-08-11 13:28:39.250Z,621.021706,621.021706,3,1313,0,621.021706,583.878479,-0.088443,66.915376,4.495733,4.359425,-5.497685,0.633345,318.487459,331.39664,-11.371676,4468.906855,0,621.021706,77.24,3.81,-3.715907,-0.841506,0.25,-11.89,4699.35,3.81,257.24,10,3,39678,0,-26.414991,8.282716,1.17,1.65,11247,0,0,0,43757,0,1,0,0,0,0,8,0,4989,6,0,25,45277,0,234150033,275,5.13,12.985162,16690,1585,0
Data,2024-08-11 13:28:39.500Z,621.271706,621.021706,3,1313,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,621.271706,79.62,3.44,-3.383702,-0.619805,0.22,-11.83,4696.41,3.44,259.62,10,3,23274,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.13,12.985162,16690,1585,0
Data,2024-08-11 13:28:39.750Z,621.521706,621.521706,3,1314,0,621.521706,584.309753,-0.023406,64.335521,4.540115,4.207057,-5.952273,0.673427,318.496051,330.942649,-11.835381,4462.989164,0,621.521706,80.16,3.29,-3.2416,-0.562252,0.23,-11.83,4693.39,3.29,260.16,12,3,2716,0,-26.415005,8.282714,1.17,1.66,26601,0,0,0,36554,0,1,0,0,0,0,8,0,5083,6,0,25,14991,0,234150033,275,5.111,13.018572,16690,17997,0
Data,2024-08-11 13:28:40.000Z,621.771706,621.521706,3,1314,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,621.771706,83.21,3.56,-3.535031,-0.420901,0.23,-11.84,4690.37,3.56,263.21,10,3,6856,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.111,13.018572,16690,17997,0
Data,2024-08-11 13:28:40.250Z,622.021706,622.021706,3,1315,0,622.021706,584.784241,0.025969,65.215068,4.5729,4.276884,-5.726983,0.734446,318.479684,331.133934,-13.013579,4456.482375,0,622.021706,83.66,3.64,-3.617738,-0.401959,0.25,-11.87,4687.29,3.64,263.66,9,3,42002,0,-26.415022,8.282712,1.18,1.68,48363,0,0,0,39412,0,1,0,0,0,0,8,0,5061,6,0,25,6360,0,234150033,275,5.214,12.985162,16690,22298,0
Data,2024-08-11 13:28:40.500Z,622.271706,622.021706,3,1315,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,622.271706,81.23,3.56,-3.518378,-0.542787,0.22,-11.88,4684.25,3.56,261.23,10,3,26301,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.214,12.985162,16690,22298,0
Data,2024-08-11 13:28:40.750Z,622.521706,622.521706,3,1316,0,622.521706,585.139465,0.037374,67.672791,4.622528,4.440199,-5.228972,0.772815,318.437671,331.582678,-9.737464,4451.613643,0,622.521706,82.69,3.48,-3.451715,-0.442787,0.23,-11.88,4681.24,3.48,262.69,10,3,57918,0,-26.415037,8.28271,1.19,1.69,53740,0,0,0,39412,0,1,0,0,0,0,8,0,5002,6,0,24,17489,0,234150033,275,5.22,12.951742,16690,42429,0
Data,2024-08-11 13:28:41.000Z,622.771706,622.521706,3,1316,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,622.771706,84.07,3.33,-3.312181,-0.344033,0.25,-12.04,4677.97,3.33,264.07,12,3,41734,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.22,12.951742,16690,42429,0
Data,2024-08-11 13:28:41.250Z,623.021706,623.021706,3,1317,0,623.021706,585.680664,0.030227,69.409173,4.653735,4.548346,-4.901067,0.783479,318.345158,331.813456,-14.82538,4444.200953,0,623.021706,89.55,3.45,-3.449894,-0.027096,0.26,-11.99,4675,3.45,269.55,9,3,53120,0,-26.415052,8.28271,1.2,1.71,9553,0,0,0,34499,0,1,0,0,0,0,8,0,5036,6,0,25,11668,0,234150033,275,5.22,12.985162,16690,38064,0
Data,2024-08-11 13:28:41.500Z,623.271706,623.021706,3,1317,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,623.271706,89.16,3.62,-3.619611,-0.05307,0.27,-12.13,4671.78,3.62,269.16,11,3,48175,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.22,12.985162,16690,38064,0
Data,2024-08-11 13:28:41.750Z,623.521706,623.521706,3,1318,0,623.521706,586.01062,0.05158,68.789629,4.688024,4.511931,-4.999166,0.798887,318.318762,331.674826,-9.032392,4439.684756,0,623.521706,89.01,3.65,-3.649455,-0.063064,0.25,-12.23,4668.54,3.65,269.01,9,3,22484,0,-26.415068,8.282709,1.22,1.72,3607,0,0,0,17995,0,1,0,0,0,0,8,0,5074,6,0,25,32194,0,234150033,275,5.111,12.985162,16690,35891,0
Data,2024-08-11 13:28:42.000Z,623.771706,623.521706,3,1318,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,623.771706,91.6,3.68,-3.678565,0.102752,0.23,-12.32,4665.29,3.68,271.6,10,3,21818,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.111,12.985162,16690,35891,0
Data,2024-08-11 13:28:42.250Z,624.021706,624.021706,3,1319,0,624.021706,586.540527,0.094081,68.641186,4.713868,4.512014,-4.986974,0.841518,318.285994,331.638813,-14.496861,4432.436326,0,624.021706,92.41,3.43,-3.426966,0.144232,0.21,-12.39,4661.99,3.43,272.41,10,3,33257,0,-26.415084,8.28271,1.22,1.73,33803,0,0,0,34755,0,1,0,0,0,0,8,0,5097,6,0,26,39955,0,234150033,275,5.227,12.985162,16690,32058,0
Data,2024-08-11 13:28:42.500Z,624.271706,624.021706,3,1319,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,624.271706,92.72,3.2,-3.196395,0.151856,0.22,-12.35,4658.87,3.2,272.72,10,3,50281,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.227,12.985162,16690,32058,0
Data,2024-08-11 13:28:42.750Z,624.521706,624.521706,3,1320,0,624.521706,586.97052,0.137823,69.616529,4.746671,4.587854,-4.758274,0.897886,318.270233,331.849321,-11.755964,4426.558344,0,624.521706,89.32,3.17,-3.169777,-0.037621,0.24,-12.27,4655.84,3.17,269.32,11,3,2163,0,-26.415099,8.28271,1.22,1.74,62761,0,0,0,17418,0,1,0,0,0,0,8,0,5011,6,0,26,41624,0,234150033,275,5.24,13.018572,16690,20139,0
Data,2024-08-11 13:28:43.000Z,624.771706,624.521706,3,1320,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,624.771706,99.12,2.93,-2.892961,0.464413,0.24,-12.09,4653.01,2.93,279.12,11,3,13390,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.24,13.018572,16690,20139,0
Data,2024-08-11 13:28:43.250Z,625.021706,625.021706,3,1321,0,625.021706,587.443604,0.171839,69.625686,4.774107,4.59614,-4.723868,0.933364,318.236513,331.837473,-12.926284,4420.095202,0,625.021706,97.74,3.05,-3.022213,0.410768,0.26,-12.07,4649.99,3.05,277.74,11,3,11419,0,-26.415112,8.282712,1.24,1.76,24813,0,0,0,17259,0,1,0,0,0,0,8,0,5010,6,0,26,10519,0,234150033,275,5.13,13.018572,16690,52303,0
Data,2024-08-11 13:28:43.500Z,625.271706,625.021706,3,1321,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,625.271706,97.06,2.94,-2.917709,0.361351,0.22,-11.91,4647.16,2.94,277.06,11,3,42429,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.13,13.018572,16690,52303,0
Data,2024-08-11 13:28:43.750Z,625.521706,625.521706,3,1322,0,625.521706,587.751099,0.222557,69.378869,4.803225,4.594288,-4.722234,0.983918,318.247931,331.841208,-8.397571,4415.896417,0,625.521706,100.83,2.83,-2.779595,0.531745,0.21,-11.8,4644.28,2.83,280.83,11,3,6529,0,-26.415124,8.282714,1.24,1.76,45300,0,0,0,27772,0,1,0,0,0,0,8,0,5097,6,0,26,60340,0,234150033,275,5.124,12.985162,16690,36355,0
Data,2024-08-11 13:28:44.000Z,625.771706,625.521706,3,1322,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,625.771706,105.55,2.97,-2.861289,0.796195,0.24,-11.76,4641.33,2.97,285.55,12,3,65517,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.124,12.985162,16690,36355,0
Data,2024-08-11 13:28:44.250Z,626.021706,626.021706,3,1323,0,626.021706,588.187195,0.26776,69.288177,4.826518,4.599956,-4.696185,1.030182,318.233041,331.840507,-11.904187,4409.944323,0,626.021706,110.66,3.07,-2.87257,1.083163,0.2,-11.77,4638.33,3.07,290.66,12,3,20376,0,-26.415137,8.282719,1.25,1.76,2123,0,0,0,21412,0,1,0,0,0,0,8,0,5017,6,0,27,9225,0,234150033,275,5.117,12.985162,16690,49856,0
Data,2024-08-11 13:28:44.500Z,626.271706,626.021706,3,1323,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,626.271706,108.69,3.07,-2.908107,0.983774,0.21,-11.81,4635.27,3.07,288.69,12,3,47213,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.117,12.985162,16690,49856,0
Data,2024-08-11 13:28:44.750Z,626.521706,626.521706,3,1324,0,626.521706,588.6651,0.305903,69.768208,4.853474,4.641167,-4.568007,1.075231,318.203515,331.932255,-13.037496,4403.425575,0,626.521706,108.7,2.92,-2.765854,0.93619,0.19,-11.8,4632.27,2.92,288.7,12,3,879,0,-26.41515,8.282723,1.25,1.76,52657,0,0,0,40357,0,1,0,0,0,0,8,0,5108,6,0,27,49408,0,234150033,275,5.098,13.018572,16690,14224,0
Data,2024-08-11 13:28:45.000Z,626.771706,626.521706,3,1324,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,626.771706,109.96,2.81,-2.641207,0.959233,0.22,-11.82,4629.24,2.81,289.96,10,3,24270,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.098,13.018572,16690,14224,0
Data,2024-08-11 13:28:45.250Z,627.021706,627.021706,3,1325,0,627.021706,589.103943,0.33561,70.406602,4.87723,4.690589,-4.418529,1.113176,318.170264,332.045348,-11.964343,4397.443404,0,627.021706,119.91,2.92,-2.531084,1.456026,0.24,-11.89,4626.18,2.92,299.91,9,3,21542,0,-26.415161,8.282729,1.25,1.78,60922,0,0,0,40357,0,1,0,0,0,0,8,0,4986,6,0,27,41855,0,234150033,275,5.246,13.018572,16690,27402,0
Data,2024-08-11 13:28:45.500Z,627.271706,627.021706,3,1325,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,627.271706,117.98,3.27,-2.887774,1.534164,0.24,-11.75,4623.36,3.27,297.98,10,3,62178,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.246,13.018572,16690,27402,0
Data,2024-08-11 13:28:45.750Z,627.521706,627.521706,3,1326,0,627.521706,589.587341,0.359713,70.578663,4.915774,4.706518,-4.362919,1.139975,318.123669,332.043595,-13.170324,4390.858241,0,627.521706,116.96,3.04,-2.709623,1.37824,0.24,-11.8,4620.32,3.04,296.96,10,3,50675,0,-26.415174,8.282735,1.26,1.79,14042,0,0,0,21605,0,1,0,0,0,0,8,0,5084,6,0,27,64242,0,234150033,275,5.227,13.018572,16690,46916,0
Data,2024-08-11 13:28:46.000Z,627.771706,627.521706,3,1326,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,627.771706,118.53,3.11,-2.732344,1.485395,0.23,-11.91,4617.14,3.11,298.53,10,3,18480,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.227,13.018572,16690,46916,0
Data,2024-08-11 13:28:46.250Z,628.021706,628.021706,3,1327,0,628.021706,589.982727,0.380846,71.73998,4.959668,4.788696,-4.125445,1.174728,318.087256,332.252828,-10.765576,4385.475453,0,628.021706,118.91,3.13,-2.73994,1.513152,0.23,-11.94,4614.07,3.13,298.91,10,3,12243,0,-26.415186,8.282742,1.27,1.8,22306,0,0,0,32386,0,1,0,0,0,0,8,0,4983,6,0,28,65232,0,234150033,275,5.143,13.085348,16690,33688,0
Data,2024-08-11 13:28:46.500Z,628.271706,628.021706,3,1327,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,628.271706,118.79,3.07,-2.69052,1.478514,0.23,-11.97,4610.96,3.07,298.79,10,3,64738,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.143,13.085348,16690,33688,0
Data,2024-08-11 13:28:46.750Z,628.521706,628.521706,3,1328,0,628.521706,590.383118,0.372426,73.779415,4.9887,4.91952,-3.759685,1.187865,318.015755,332.574232,-10.895451,4380.027728,0,628.521706,120.93,2.98,-2.556232,1.531692,0.23,-11.94,4607.93,2.98,300.93,10,3,27622,0,-26.415198,8.282749,1.27,1.81,20867,0,0,0,35003,0,1,0,0,0,0,8,0,5058,6,0,28,12853,0,234150033,275,5.227,13.051965,16690,33309,0
Data,2024-08-11 13:28:47.000Z,628.771706,628.521706,3,1328,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,628.771706,122.54,2.99,-2.520618,1.608286,0.23,-11.9,4604.91,2.99,302.54,10,3,27133,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.227,13.051965,16690,33309,0
Data,2024-08-11 13:28:47.250Z,629.021706,629.021706,3,1329,0,629.021706,590.815613,0.399434,72.933318,5.030899,4.868652,-3.887597,1.206562,317.980552,332.382086,-11.761464,4374.146996,0,629.021706,129.64,3.05,-2.348708,1.945783,0.23,-11.82,4601.98,3.05,309.64,11,3,22450,0,-999,-999,-999,-999,5388,1,0,0,37598,0,1,0,0,0,0,8,0,5006,6,0,28,43395,0,234150033,275,5.24,13.018572,16690,20139,0
Data,2024-08-11 13:28:47.500Z,629.271706,629.021706,3,1329,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,629.271706,130.96,3.41,-2.575121,2.235364,0.21,-11.99,4598.72,3.41,310.96,10,3,57155,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.24,13.018572,16690,20139,0
Data,2024-08-11 13:28:47.750Z,629.521706,629.521706,3,1330,0,629.521706,591.2948,0.41203,73.914842,5.052119,4.935192,-3.696904,1.230172,317.921469,332.52088,-13.022178,4367.635907,0,629.521706,130.72,3.27,-2.478355,2.133227,0.21,-12.01,4595.61,3.27,310.72,11,3,58113,0,-26.415221,8.282767,1.28,1.82,29325,0,0,0,21627,0,1,0,0,0,0,8,0,4999,6,0,29,3174,0,234150033,275,5.22,13.018572,16690,24270,0
Data,2024-08-11 13:28:48.000Z,629.771706,629.521706,3,1330,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,629.771706,127.83,3.06,-2.416892,1.876761,0.2,-12.05,4592.46,3.06,307.83,10,3,19804,0,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,234150033,275,5.22,13.018572,16690,24270,0
Data,2024-08-11 13:28:48.250Z,630.021706,630.021706,3,1331,0,630.021706,591.725952,0.421927,73.774959,5.075891,4.925713,-3.712654,1.238535,317.8667,332.434388,-11.708474,4361.78167,0,630.021706,134.98,3.07,-2.171575,2.17006,0.22,-12.08,4589.31,3.07,314.98,11,3,38042,0,-26.415231,8.282776,1.28,1.83,6020,0,0,0,30940,0,1,0,0,0,0,8,0,5067,6,0,29,27002,0,234150033,275,5.13,13.051965,16690,63766,0
